,year,overall,rural,urban,geo,name,four_regions,eight_regions,six_regions,members_oecd_g77,Latitude,Longitude,unmember,world_bank_region,income_groups
2927,2011,0.837,,,vct,St. Vincent and the Grenadines,americas,america_north,america,g77,13.08333,-61.2,16/09/1980,Latin America & Caribbean,Upper middle income
93,2003,0.836,,,atg,Antigua and Barbuda,americas,america_north,america,g77,17.05,-61.8,11/11/1981,Latin America & Caribbean,High income
2518,2016,0.836,0.7,0.951,rou,Romania,europe,europe_east,europe_central_asia,others,46,25,14/12/1955,Europe & Central Asia,Upper middle income
2904,2006,0.836,0.841,0.818,lca,St. Lucia,americas,america_north,america,g77,13.88333,-60.96667,18/09/1979,Latin America & Caribbean,Upper middle income
898,2016,0.835,0.734,0.862,dom,Dominican Republic,americas,america_north,america,g77,19,-70.66667,24/10/1945,Latin America & Caribbean,Upper middle income
1482,2006,0.835,0.842,0.829,jam,Jamaica,americas,america_north,america,g77,18.16667,-77.25,18/09/1962,Latin America & Caribbean,Upper middle income
1907,2017,0.835,0.585,0.911,mhl,Marshall Islands,asia,east_asia_pacific,east_asia_pacific,g77,7.113,171.236,17/09/1991,East Asia & Pacific,Upper middle income
2966,2014,0.835,0.721,0.894,sur,Suriname,americas,america_south,america,g77,4,-56,04/12/1975,Latin America & Caribbean,Upper middle income
3215,2011,0.835,0.836,0.835,tuv,Tuvalu,asia,east_asia_pacific,east_asia_pacific,others,-8.51719,179.14478,05/09/2000,East Asia & Pacific,Upper middle income
3401,2017,0.835,0.777,0.943,vnm,Vietnam,asia,east_asia_pacific,east_asia_pacific,g77,16.16667,107.83333,20/09/1977,East Asia & Pacific,Lower middle income
309,2003,0.834,0.81,0.863,blz,Belize,americas,america_north,america,g77,17.49952,-88.19756,25/09/1981,Latin America & Caribbean,Upper middle income
659,2011,0.834,0.664,0.88,col,Colombia,americas,america_south,america,g77,4,-73.25,05/11/1945,Latin America & Caribbean,Upper middle income
938,2002,0.834,0.739,0.897,slv,El Salvador,americas,america_north,america,g77,13.83333,-88.91667,24/10/1945,Latin America & Caribbean,Lower middle income
2520,2000,0.834,0.55,0.937,rus,Russia,europe,europe_east,europe_central_asia,others,60,100,24/10/1945,Europe & Central Asia,Upper middle income
3157,2007,0.834,0.622,0.944,tun,Tunisia,africa,africa_north,middle_east_north_africa,g77,34,9,12/11/1956,Middle East & North Africa,Lower middle income
937,2001,0.833,0.739,0.897,slv,El Salvador,americas,america_north,america,g77,13.83333,-88.91667,24/10/1945,Latin America & Caribbean,Lower middle income
1031,2005,0.833,0.753,0.913,fji,Fiji,asia,east_asia_pacific,east_asia_pacific,g77,-18,178,13/10/1970,East Asia & Pacific,Upper middle income
1270,2010,0.833,0.814,0.885,guy,Guyana,americas,america_south,america,g77,5,-59,20/09/1966,Latin America & Caribbean,Upper middle income
2375,2017,0.833,0.648,0.923,pan,Panama,americas,america_north,america,g77,8.9936,-79.51973,13/11/1945,Latin America & Caribbean,Upper middle income
2405,2011,0.833,0.72,0.91,pry,Paraguay,americas,america_south,america,g77,-23.33333,-58,24/10/1945,Latin America & Caribbean,Upper middle income
92,2002,0.832,,,atg,Antigua and Barbuda,americas,america_north,america,g77,17.05,-61.8,11/11/1981,Latin America & Caribbean,High income
646,2016,0.832,0.743,0.9,chn,China,asia,east_asia_pacific,east_asia_pacific,g77,35,105,24/10/1945,East Asia & Pacific,Upper middle income
897,2015,0.832,0.733,0.859,dom,Dominican Republic,americas,america_north,america,g77,19,-70.66667,24/10/1945,Latin America & Caribbean,Upper middle income
936,2000,0.832,0.739,0.897,slv,El Salvador,americas,america_north,america,g77,13.83333,-88.91667,24/10/1945,Latin America & Caribbean,Lower middle income
1906,2016,0.832,0.585,0.909,mhl,Marshall Islands,asia,east_asia_pacific,east_asia_pacific,g77,7.113,171.236,17/09/1991,East Asia & Pacific,Upper middle income
2267,2017,0.832,0.723,0.899,prk,North Korea,asia,east_asia_pacific,east_asia_pacific,g77,40,127,17/09/1991,East Asia & Pacific,Low income
2965,2013,0.832,0.711,0.894,sur,Suriname,americas,america_south,america,g77,4,-56,04/12/1975,Latin America & Caribbean,Upper middle income
3170,2002,0.832,0.707,0.897,tur,Turkey,europe,europe_east,europe_central_asia,oecd,39,35,24/10/1945,Europe & Central Asia,Upper middle income
308,2002,0.831,0.807,0.86,blz,Belize,americas,america_north,america,g77,17.49952,-88.19756,25/09/1981,Latin America & Caribbean,Upper middle income
1481,2005,0.831,0.837,0.826,jam,Jamaica,americas,america_north,america,g77,18.16667,-77.25,18/09/1962,Latin America & Caribbean,Upper middle income
425,2011,0.83,0.516,0.887,bra,Brazil,americas,america_south,america,g77,-10,-55,24/10/1945,Latin America & Caribbean,Upper middle income
1905,2015,0.83,0.586,0.908,mhl,Marshall Islands,asia,east_asia_pacific,east_asia_pacific,g77,7.113,171.236,17/09/1991,East Asia & Pacific,Upper middle income
1952,2008,0.83,0.67,0.877,mex,Mexico,americas,america_north,america,oecd,19.42847,-99.12766,07/11/1945,Latin America & Caribbean,Upper middle income
3214,2010,0.83,0.822,0.837,tuv,Tuvalu,asia,east_asia_pacific,east_asia_pacific,others,-8.51719,179.14478,05/09/2000,East Asia & Pacific,Upper middle income
1269,2009,0.829,0.81,0.88,guy,Guyana,americas,america_south,america,g77,5,-59,20/09/1966,Latin America & Caribbean,Upper middle income
1663,2007,0.829,,,lbn,Lebanon,asia,asia_west,middle_east_north_africa,g77,33.83333,35.83333,24/10/1945,Middle East & North Africa,Upper middle income
1841,2005,0.829,0.772,0.942,mdv,Maldives,asia,asia_west,south_asia,g77,3.2,73,21/09/1965,South Asia,Upper middle income
2903,2005,0.829,0.831,0.822,lca,St. Lucia,americas,america_north,america,g77,13.88333,-60.96667,18/09/1979,Latin America & Caribbean,Upper middle income
2964,2012,0.829,0.702,0.894,sur,Suriname,americas,america_south,america,g77,4,-56,04/12/1975,Latin America & Caribbean,Upper middle income
91,2001,0.828,,,atg,Antigua and Barbuda,americas,america_north,america,g77,17.05,-61.8,11/11/1981,Latin America & Caribbean,High income
307,2001,0.828,0.803,0.857,blz,Belize,americas,america_north,america,g77,17.49952,-88.19756,25/09/1981,Latin America & Caribbean,Upper middle income
896,2014,0.828,0.732,0.856,dom,Dominican Republic,americas,america_north,america,g77,19,-70.66667,24/10/1945,Latin America & Caribbean,Upper middle income
912,2012,0.828,0.745,0.876,ecu,Ecuador,americas,america_south,america,g77,-1.25,-78.25,21/12/1945,Latin America & Caribbean,Upper middle income
2517,2015,0.828,0.686,0.949,rou,Romania,europe,europe_east,europe_central_asia,others,46,25,14/12/1955,Europe & Central Asia,Upper middle income
1480,2004,0.827,0.832,0.823,jam,Jamaica,americas,america_north,america,g77,18.16667,-77.25,18/09/1962,Latin America & Caribbean,Upper middle income
1904,2014,0.827,0.586,0.906,mhl,Marshall Islands,asia,east_asia_pacific,east_asia_pacific,g77,7.113,171.236,17/09/1991,East Asia & Pacific,Upper middle income
2063,2011,0.826,0.692,0.921,mar,Morocco,africa,africa_north,middle_east_north_africa,g77,32,-6,12/11/1956,Middle East & North Africa,Lower middle income
2963,2011,0.826,0.693,0.894,sur,Suriname,americas,america_south,america,g77,4,-56,04/12/1975,Latin America & Caribbean,Upper middle income
190,2010,0.825,0.759,0.884,aze,Azerbaijan,europe,europe_east,europe_central_asia,others,40.5,47.5,02/03/1992,Europe & Central Asia,Upper middle income
895,2013,0.825,0.731,0.853,dom,Dominican Republic,americas,america_north,america,g77,19,-70.66667,24/10/1945,Latin America & Caribbean,Upper middle income
1268,2008,0.825,0.806,0.875,guy,Guyana,americas,america_south,america,g77,5,-59,20/09/1966,Latin America & Caribbean,Upper middle income
2926,2010,0.825,,,vct,St. Vincent and the Grenadines,americas,america_north,america,g77,13.08333,-61.2,16/09/1980,Latin America & Caribbean,Upper middle income
3156,2006,0.825,0.6,0.943,tun,Tunisia,africa,africa_north,middle_east_north_africa,g77,34,9,12/11/1956,Middle East & North Africa,Lower middle income
3213,2009,0.825,0.809,0.839,tuv,Tuvalu,asia,east_asia_pacific,east_asia_pacific,others,-8.51719,179.14478,05/09/2000,East Asia & Pacific,Upper middle income
90,2000,0.824,,,atg,Antigua and Barbuda,americas,america_north,america,g77,17.05,-61.8,11/11/1981,Latin America & Caribbean,High income
306,2000,0.824,0.8,0.854,blz,Belize,americas,america_north,america,g77,17.49952,-88.19756,25/09/1981,Latin America & Caribbean,Upper middle income
1414,2010,0.824,0.728,0.868,irq,Iraq,asia,asia_west,middle_east_north_africa,g77,33,44,21/12/1945,Middle East & North Africa,Upper middle income
1903,2013,0.824,0.586,0.904,mhl,Marshall Islands,asia,east_asia_pacific,east_asia_pacific,g77,7.113,171.236,17/09/1991,East Asia & Pacific,Upper middle income
2266,2016,0.824,0.718,0.89,prk,North Korea,asia,east_asia_pacific,east_asia_pacific,g77,40,127,17/09/1991,East Asia & Pacific,Low income
658,2010,0.823,0.648,0.872,col,Colombia,americas,america_south,america,g77,4,-73.25,05/11/1945,Latin America & Caribbean,Upper middle income
1479,2003,0.823,0.827,0.82,jam,Jamaica,americas,america_north,america,g77,18.16667,-77.25,18/09/1962,Latin America & Caribbean,Upper middle income
2962,2010,0.823,0.684,0.894,sur,Suriname,americas,america_south,america,g77,4,-56,04/12/1975,Latin America & Caribbean,Upper middle income
1478,2002,0.822,0.824,0.82,jam,Jamaica,americas,america_north,america,g77,18.16667,-77.25,18/09/1962,Latin America & Caribbean,Upper middle income
1902,2012,0.822,0.586,0.902,mhl,Marshall Islands,asia,east_asia_pacific,east_asia_pacific,g77,7.113,171.236,17/09/1991,East Asia & Pacific,Upper middle income
2374,2016,0.822,0.635,0.914,pan,Panama,americas,america_north,america,g77,8.9936,-79.51973,13/11/1945,Latin America & Caribbean,Upper middle income
2404,2010,0.822,0.702,0.905,pry,Paraguay,americas,america_south,america,g77,-23.33333,-58,24/10/1945,Latin America & Caribbean,Upper middle income
2902,2004,0.822,0.821,0.825,lca,St. Lucia,americas,america_north,america,g77,13.88333,-60.96667,18/09/1979,Latin America & Caribbean,Upper middle income
424,2010,0.821,0.502,0.88,bra,Brazil,americas,america_south,america,g77,-10,-55,24/10/1945,Latin America & Caribbean,Upper middle income
894,2012,0.821,0.729,0.851,dom,Dominican Republic,americas,america_north,america,g77,19,-70.66667,24/10/1945,Latin America & Caribbean,Upper middle income
1030,2004,0.821,0.735,0.909,fji,Fiji,asia,east_asia_pacific,east_asia_pacific,g77,-18,178,13/10/1970,East Asia & Pacific,Upper middle income
1477,2001,0.821,0.822,0.82,jam,Jamaica,americas,america_north,america,g77,18.16667,-77.25,18/09/1962,Latin America & Caribbean,Upper middle income
1951,2007,0.821,0.653,0.871,mex,Mexico,americas,america_north,america,oecd,19.42847,-99.12766,07/11/1945,Latin America & Caribbean,Upper middle income
2516,2014,0.821,0.672,0.948,rou,Romania,europe,europe_east,europe_central_asia,others,46,25,14/12/1955,Europe & Central Asia,Upper middle income
3169,2001,0.821,0.692,0.889,tur,Turkey,europe,europe_east,europe_central_asia,oecd,39,35,24/10/1945,Europe & Central Asia,Upper middle income
1267,2007,0.82,0.802,0.87,guy,Guyana,americas,america_south,america,g77,5,-59,20/09/1966,Latin America & Caribbean,Upper middle income
1476,2000,0.82,0.82,0.82,jam,Jamaica,americas,america_north,america,g77,18.16667,-77.25,18/09/1962,Latin America & Caribbean,Upper middle income
2961,2009,0.82,0.675,0.894,sur,Suriname,americas,america_south,america,g77,4,-56,04/12/1975,Latin America & Caribbean,Upper middle income
3212,2008,0.82,0.795,0.842,tuv,Tuvalu,asia,east_asia_pacific,east_asia_pacific,others,-8.51719,179.14478,05/09/2000,East Asia & Pacific,Upper middle income
1901,2011,0.819,0.586,0.901,mhl,Marshall Islands,asia,east_asia_pacific,east_asia_pacific,g77,7.113,171.236,17/09/1991,East Asia & Pacific,Upper middle income
3168,2000,0.819,0.692,0.889,tur,Turkey,europe,europe_east,europe_central_asia,oecd,39,35,24/10/1945,Europe & Central Asia,Upper middle income
3400,2016,0.819,0.757,0.936,vnm,Vietnam,asia,east_asia_pacific,east_asia_pacific,g77,16.16667,107.83333,20/09/1977,East Asia & Pacific,Lower middle income
893,2011,0.818,0.728,0.848,dom,Dominican Republic,americas,america_north,america,g77,19,-70.66667,24/10/1945,Latin America & Caribbean,Upper middle income
645,2015,0.817,0.723,0.892,chn,China,asia,east_asia_pacific,east_asia_pacific,g77,35,105,24/10/1945,East Asia & Pacific,Upper middle income
911,2011,0.817,0.728,0.869,ecu,Ecuador,americas,america_south,america,g77,-1.25,-78.25,21/12/1945,Latin America & Caribbean,Upper middle income
2265,2015,0.817,0.714,0.882,prk,North Korea,asia,east_asia_pacific,east_asia_pacific,g77,40,127,17/09/1991,East Asia & Pacific,Low income
2960,2008,0.817,0.666,0.893,sur,Suriname,americas,america_south,america,g77,4,-56,04/12/1975,Latin America & Caribbean,Upper middle income
1266,2006,0.816,0.798,0.865,guy,Guyana,americas,america_south,america,g77,5,-59,20/09/1966,Latin America & Caribbean,Upper middle income
1900,2010,0.816,0.587,0.899,mhl,Marshall Islands,asia,east_asia_pacific,east_asia_pacific,g77,7.113,171.236,17/09/1991,East Asia & Pacific,Upper middle income
2898,2000,0.815,0.81,0.827,lca,St. Lucia,americas,america_north,america,g77,13.88333,-60.96667,18/09/1979,Latin America & Caribbean,Upper middle income
2899,2001,0.815,0.81,0.827,lca,St. Lucia,americas,america_north,america,g77,13.88333,-60.96667,18/09/1979,Latin America & Caribbean,Upper middle income
2900,2002,0.815,0.81,0.827,lca,St. Lucia,americas,america_north,america,g77,13.88333,-60.96667,18/09/1979,Latin America & Caribbean,Upper middle income
2901,2003,0.815,0.81,0.827,lca,St. Lucia,americas,america_north,america,g77,13.88333,-60.96667,18/09/1979,Latin America & Caribbean,Upper middle income
3155,2005,0.815,0.579,0.941,tun,Tunisia,africa,africa_north,middle_east_north_africa,g77,34,9,12/11/1956,Middle East & North Africa,Lower middle income
892,2010,0.814,0.727,0.845,dom,Dominican Republic,americas,america_north,america,g77,19,-70.66667,24/10/1945,Latin America & Caribbean,Upper middle income
1899,2009,0.814,0.587,0.897,mhl,Marshall Islands,asia,east_asia_pacific,east_asia_pacific,g77,7.113,171.236,17/09/1991,East Asia & Pacific,Upper middle income
2959,2007,0.814,0.656,0.893,sur,Suriname,americas,america_south,america,g77,4,-56,04/12/1975,Latin America & Caribbean,Upper middle income
3211,2007,0.814,0.781,0.844,tuv,Tuvalu,asia,east_asia_pacific,east_asia_pacific,others,-8.51719,179.14478,05/09/2000,East Asia & Pacific,Upper middle income
1313,2017,0.813,0.76,0.853,hnd,Honduras,americas,america_north,america,g77,15,-86.5,17/12/1945,Latin America & Caribbean,Lower middle income
1662,2006,0.813,,,lbn,Lebanon,asia,asia_west,middle_east_north_africa,g77,33.83333,35.83333,24/10/1945,Middle East & North Africa,Upper middle income
2515,2013,0.813,0.658,0.946,rou,Romania,europe,europe_east,europe_central_asia,others,46,25,14/12/1955,Europe & Central Asia,Upper middle income
2925,2009,0.813,,,vct,St. Vincent and the Grenadines,americas,america_north,america,g77,13.08333,-61.2,16/09/1980,Latin America & Caribbean,Upper middle income
423,2009,0.812,0.488,0.874,bra,Brazil,americas,america_south,america,g77,-10,-55,24/10/1945,Latin America & Caribbean,Upper middle income
657,2009,0.812,0.632,0.864,col,Colombia,americas,america_south,america,g77,4,-73.25,05/11/1945,Latin America & Caribbean,Upper middle income
1265,2005,0.812,0.793,0.861,guy,Guyana,americas,america_south,america,g77,5,-59,20/09/1966,Latin America & Caribbean,Upper middle income
1840,2004,0.812,0.751,0.938,mdv,Maldives,asia,asia_west,south_asia,g77,3.2,73,21/09/1965,South Asia,Upper middle income
1898,2008,0.811,0.587,0.895,mhl,Marshall Islands,asia,east_asia_pacific,east_asia_pacific,g77,7.113,171.236,17/09/1991,East Asia & Pacific,Upper middle income
1950,2006,0.811,0.635,0.865,mex,Mexico,americas,america_north,america,oecd,19.42847,-99.12766,07/11/1945,Latin America & Caribbean,Upper middle income
2062,2010,0.811,0.671,0.912,mar,Morocco,africa,africa_north,middle_east_north_africa,g77,32,-6,12/11/1956,Middle East & North Africa,Lower middle income
2373,2015,0.811,0.622,0.906,pan,Panama,americas,america_north,america,g77,8.9936,-79.51973,13/11/1945,Latin America & Caribbean,Upper middle income
2403,2009,0.811,0.684,0.899,pry,Paraguay,americas,america_south,america,g77,-23.33333,-58,24/10/1945,Latin America & Caribbean,Upper middle income
2958,2006,0.811,0.647,0.893,sur,Suriname,americas,america_south,america,g77,4,-56,04/12/1975,Latin America & Caribbean,Upper middle income
891,2009,0.81,0.725,0.842,dom,Dominican Republic,americas,america_north,america,g77,19,-70.66667,24/10/1945,Latin America & Caribbean,Upper middle income
1029,2003,0.809,0.716,0.905,fji,Fiji,asia,east_asia_pacific,east_asia_pacific,g77,-18,178,13/10/1970,East Asia & Pacific,Upper middle income
2264,2014,0.809,0.709,0.873,prk,North Korea,asia,east_asia_pacific,east_asia_pacific,g77,40,127,17/09/1991,East Asia & Pacific,Low income
1264,2004,0.808,0.789,0.856,guy,Guyana,americas,america_south,america,g77,5,-59,20/09/1966,Latin America & Caribbean,Upper middle income
1413,2009,0.808,0.707,0.854,irq,Iraq,asia,asia_west,middle_east_north_africa,g77,33,44,21/12/1945,Middle East & North Africa,Upper middle income
1897,2007,0.808,0.587,0.894,mhl,Marshall Islands,asia,east_asia_pacific,east_asia_pacific,g77,7.113,171.236,17/09/1991,East Asia & Pacific,Upper middle income
2957,2005,0.808,0.638,0.893,sur,Suriname,americas,america_south,america,g77,4,-56,04/12/1975,Latin America & Caribbean,Upper middle income
3210,2006,0.807,0.767,0.846,tuv,Tuvalu,asia,east_asia_pacific,east_asia_pacific,others,-8.51719,179.14478,05/09/2000,East Asia & Pacific,Upper middle income
890,2008,0.806,0.724,0.84,dom,Dominican Republic,americas,america_north,america,g77,19,-70.66667,24/10/1945,Latin America & Caribbean,Upper middle income
910,2010,0.806,0.711,0.862,ecu,Ecuador,americas,america_south,america,g77,-1.25,-78.25,21/12/1945,Latin America & Caribbean,Upper middle income
2514,2012,0.806,0.644,0.944,rou,Romania,europe,europe_east,europe_central_asia,others,46,25,14/12/1955,Europe & Central Asia,Upper middle income
3154,2004,0.806,0.558,0.94,tun,Tunisia,africa,africa_north,middle_east_north_africa,g77,34,9,12/11/1956,Middle East & North Africa,Lower middle income
1896,2006,0.805,0.587,0.892,mhl,Marshall Islands,asia,east_asia_pacific,east_asia_pacific,g77,7.113,171.236,17/09/1991,East Asia & Pacific,Upper middle income
2956,2004,0.805,0.629,0.893,sur,Suriname,americas,america_south,america,g77,4,-56,04/12/1975,Latin America & Caribbean,Upper middle income
1263,2003,0.804,0.785,0.851,guy,Guyana,americas,america_south,america,g77,5,-59,20/09/1966,Latin America & Caribbean,Upper middle income
189,2009,0.803,0.735,0.863,aze,Azerbaijan,europe,europe_east,europe_central_asia,others,40.5,47.5,02/03/1992,Europe & Central Asia,Upper middle income
422,2008,0.803,0.474,0.867,bra,Brazil,americas,america_south,america,g77,-10,-55,24/10/1945,Latin America & Caribbean,Upper middle income
889,2007,0.803,0.722,0.837,dom,Dominican Republic,americas,america_north,america,g77,19,-70.66667,24/10/1945,Latin America & Caribbean,Upper middle income
1895,2005,0.803,0.587,0.89,mhl,Marshall Islands,asia,east_asia_pacific,east_asia_pacific,g77,7.113,171.236,17/09/1991,East Asia & Pacific,Upper middle income
656,2008,0.802,0.616,0.857,col,Colombia,americas,america_south,america,g77,4,-73.25,05/11/1945,Latin America & Caribbean,Upper middle income
1312,2016,0.802,0.745,0.848,hnd,Honduras,americas,america_north,america,g77,15,-86.5,17/12/1945,Latin America & Caribbean,Lower middle income
1949,2005,0.802,0.617,0.859,mex,Mexico,americas,america_north,america,oecd,19.42847,-99.12766,07/11/1945,Latin America & Caribbean,Upper middle income
2263,2013,0.802,0.704,0.865,prk,North Korea,asia,east_asia_pacific,east_asia_pacific,g77,40,127,17/09/1991,East Asia & Pacific,Low income
2924,2008,0.802,,,vct,St. Vincent and the Grenadines,americas,america_north,america,g77,13.08333,-61.2,16/09/1980,Latin America & Caribbean,Upper middle income
2955,2003,0.802,0.62,0.893,sur,Suriname,americas,america_south,america,g77,4,-56,04/12/1975,Latin America & Caribbean,Upper middle income
644,2014,0.801,0.702,0.884,chn,China,asia,east_asia_pacific,east_asia_pacific,g77,35,105,24/10/1945,East Asia & Pacific,Upper middle income
1894,2004,0.801,0.587,0.89,mhl,Marshall Islands,asia,east_asia_pacific,east_asia_pacific,g77,7.113,171.236,17/09/1991,East Asia & Pacific,Upper middle income
3209,2005,0.801,0.753,0.849,tuv,Tuvalu,asia,east_asia_pacific,east_asia_pacific,others,-8.51719,179.14478,05/09/2000,East Asia & Pacific,Upper middle income
3399,2015,0.801,0.736,0.927,vnm,Vietnam,asia,east_asia_pacific,east_asia_pacific,g77,16.16667,107.83333,20/09/1977,East Asia & Pacific,Lower middle income
1893,2003,0.8,0.587,0.89,mhl,Marshall Islands,asia,east_asia_pacific,east_asia_pacific,g77,7.113,171.236,17/09/1991,East Asia & Pacific,Upper middle income
2402,2008,0.8,0.666,0.894,pry,Paraguay,americas,america_south,america,g77,-23.33333,-58,24/10/1945,Latin America & Caribbean,Upper middle income
3208,2004,0.8,0.753,0.849,tuv,Tuvalu,asia,east_asia_pacific,east_asia_pacific,others,-8.51719,179.14478,05/09/2000,East Asia & Pacific,Upper middle income
888,2006,0.799,0.721,0.834,dom,Dominican Republic,americas,america_north,america,g77,19,-70.66667,24/10/1945,Latin America & Caribbean,Upper middle income
1262,2002,0.799,0.779,0.849,guy,Guyana,americas,america_south,america,g77,5,-59,20/09/1966,Latin America & Caribbean,Upper middle income
2513,2011,0.799,0.63,0.943,rou,Romania,europe,europe_east,europe_central_asia,others,46,25,14/12/1955,Europe & Central Asia,Upper middle income
2954,2002,0.799,0.61,0.893,sur,Suriname,americas,america_south,america,g77,4,-56,04/12/1975,Latin America & Caribbean,Upper middle income
3207,2003,0.799,0.753,0.849,tuv,Tuvalu,asia,east_asia_pacific,east_asia_pacific,others,-8.51719,179.14478,05/09/2000,East Asia & Pacific,Upper middle income
1892,2002,0.798,0.587,0.89,mhl,Marshall Islands,asia,east_asia_pacific,east_asia_pacific,g77,7.113,171.236,17/09/1991,East Asia & Pacific,Upper middle income
1975,2013,0.798,,,fsm,"Micronesia, Fed. Sts.",asia,east_asia_pacific,east_asia_pacific,g77,6.924,158.162,17/09/1991,East Asia & Pacific,Lower middle income
3205,2001,0.798,0.753,0.849,tuv,Tuvalu,asia,east_asia_pacific,east_asia_pacific,others,-8.51719,179.14478,05/09/2000,East Asia & Pacific,Upper middle income
3206,2002,0.798,0.753,0.849,tuv,Tuvalu,asia,east_asia_pacific,east_asia_pacific,others,-8.51719,179.14478,05/09/2000,East Asia & Pacific,Upper middle income
1028,2002,0.797,0.698,0.901,fji,Fiji,asia,east_asia_pacific,east_asia_pacific,g77,-18,178,13/10/1970,East Asia & Pacific,Upper middle income
1661,2005,0.797,,,lbn,Lebanon,asia,asia_west,middle_east_north_africa,g77,33.83333,35.83333,24/10/1945,Middle East & North Africa,Upper middle income
1891,2001,0.797,0.587,0.89,mhl,Marshall Islands,asia,east_asia_pacific,east_asia_pacific,g77,7.113,171.236,17/09/1991,East Asia & Pacific,Upper middle income
2372,2014,0.797,0.61,0.892,pan,Panama,americas,america_north,america,g77,8.9936,-79.51973,13/11/1945,Latin America & Caribbean,Upper middle income
3153,2003,0.797,0.537,0.939,tun,Tunisia,africa,africa_north,middle_east_north_africa,g77,34,9,12/11/1956,Middle East & North Africa,Lower middle income
1027,2001,0.796,0.698,0.901,fji,Fiji,asia,east_asia_pacific,east_asia_pacific,g77,-18,178,13/10/1970,East Asia & Pacific,Upper middle income
887,2005,0.795,0.72,0.831,dom,Dominican Republic,americas,america_north,america,g77,19,-70.66667,24/10/1945,Latin America & Caribbean,Upper middle income
1026,2000,0.795,0.698,0.901,fji,Fiji,asia,east_asia_pacific,east_asia_pacific,g77,-18,178,13/10/1970,East Asia & Pacific,Upper middle income
2061,2009,0.795,0.65,0.903,mar,Morocco,africa,africa_north,middle_east_north_africa,g77,32,-6,12/11/1956,Middle East & North Africa,Lower middle income
2262,2012,0.795,0.7,0.856,prk,North Korea,asia,east_asia_pacific,east_asia_pacific,g77,40,127,17/09/1991,East Asia & Pacific,Low income
2953,2001,0.795,0.601,0.893,sur,Suriname,americas,america_south,america,g77,4,-56,04/12/1975,Latin America & Caribbean,Upper middle income
421,2007,0.794,0.459,0.86,bra,Brazil,americas,america_south,america,g77,-10,-55,24/10/1945,Latin America & Caribbean,Upper middle income
909,2009,0.794,0.694,0.854,ecu,Ecuador,americas,america_south,america,g77,-1.25,-78.25,21/12/1945,Latin America & Caribbean,Upper middle income
1839,2003,0.794,0.73,0.935,mdv,Maldives,asia,asia_west,south_asia,g77,3.2,73,21/09/1965,South Asia,Upper middle income
1261,2001,0.793,0.772,0.847,guy,Guyana,americas,america_south,america,g77,5,-59,20/09/1966,Latin America & Caribbean,Upper middle income
1311,2015,0.792,0.729,0.843,hnd,Honduras,americas,america_north,america,g77,15,-86.5,17/12/1945,Latin America & Caribbean,Lower middle income
1412,2008,0.792,0.687,0.84,irq,Iraq,asia,asia_west,middle_east_north_africa,g77,33,44,21/12/1945,Middle East & North Africa,Upper middle income
1948,2004,0.792,0.599,0.853,mex,Mexico,americas,america_north,america,oecd,19.42847,-99.12766,07/11/1945,Latin America & Caribbean,Upper middle income
2952,2000,0.792,0.592,0.893,sur,Suriname,americas,america_south,america,g77,4,-56,04/12/1975,Latin America & Caribbean,Upper middle income
655,2007,0.791,0.601,0.849,col,Colombia,americas,america_south,america,g77,4,-73.25,05/11/1945,Latin America & Caribbean,Upper middle income
886,2004,0.791,0.718,0.829,dom,Dominican Republic,americas,america_north,america,g77,19,-70.66667,24/10/1945,Latin America & Caribbean,Upper middle income
2512,2010,0.791,0.616,0.941,rou,Romania,europe,europe_east,europe_central_asia,others,46,25,14/12/1955,Europe & Central Asia,Upper middle income
2923,2007,0.79,,,vct,St. Vincent and the Grenadines,americas,america_north,america,g77,13.08333,-61.2,16/09/1980,Latin America & Caribbean,Upper middle income
1260,2000,0.788,0.765,0.845,guy,Guyana,americas,america_south,america,g77,5,-59,20/09/1966,Latin America & Caribbean,Upper middle income
2261,2011,0.788,0.695,0.848,prk,North Korea,asia,east_asia_pacific,east_asia_pacific,g77,40,127,17/09/1991,East Asia & Pacific,Low income
2401,2007,0.788,0.648,0.889,pry,Paraguay,americas,america_south,america,g77,-23.33333,-58,24/10/1945,Latin America & Caribbean,Upper middle income
885,2003,0.787,0.717,0.826,dom,Dominican Republic,americas,america_north,america,g77,19,-70.66667,24/10/1945,Latin America & Caribbean,Upper middle income
3152,2002,0.787,0.517,0.938,tun,Tunisia,africa,africa_north,middle_east_north_africa,g77,34,9,12/11/1956,Middle East & North Africa,Lower middle income
420,2006,0.785,0.445,0.854,bra,Brazil,americas,america_south,america,g77,-10,-55,24/10/1945,Latin America & Caribbean,Upper middle income
643,2013,0.785,0.681,0.877,chn,China,asia,east_asia_pacific,east_asia_pacific,g77,35,105,24/10/1945,East Asia & Pacific,Upper middle income
884,2002,0.784,0.715,0.823,dom,Dominican Republic,americas,america_north,america,g77,19,-70.66667,24/10/1945,Latin America & Caribbean,Upper middle income
2371,2013,0.784,0.599,0.879,pan,Panama,americas,america_north,america,g77,8.9936,-79.51973,13/11/1945,Latin America & Caribbean,Upper middle income
908,2008,0.783,0.677,0.847,ecu,Ecuador,americas,america_south,america,g77,-1.25,-78.25,21/12/1945,Latin America & Caribbean,Upper middle income
2511,2009,0.783,0.602,0.939,rou,Romania,europe,europe_east,europe_central_asia,others,46,25,14/12/1955,Europe & Central Asia,Upper middle income
